"county"	"total"	"thai_num"	"thai_per"	"thai_vwell"	"thai_vwell_per"	"thai_less"	"thai_less_per"	"engagement"	"environment"	"health"	"housing"	"neighborhood"	"opportunity"	"transportation"
"Stoddard County, Missouri"	11	0	0	0	NA	0	NA	58	76	18	61	38	49	43
"Stone County, Missouri"	6	0	0	0	NA	0	NA	67	48	29	47	34	57	43
"Sullivan County, Missouri"	32	0	0	0	NA	0	NA	48	60	12	58	37	40	47
"Taney County, Missouri"	90	0	0	0	NA	0	NA	88	56	30	53	31	54	45
"Texas County, Missouri"	17	0	0	0	NA	0	NA	57	47	20	58	32	42	39
"Vernon County, Missouri"	138	0	0	0	NA	0	NA	64	47	30	61	31	55	45
"Warren County, Missouri"	88	0	0	0	NA	0	NA	68	53	35	59	36	68	37
"Washington County, Missouri"	39	0	0	0	NA	0	NA	44	34	10	53	32	38	33
"Wayne County, Missouri"	18	0	0	0	NA	0	NA	46	58	11	54	26	34	36
"Webster County, Missouri"	83	0	0	0	NA	0	NA	51	56	26	50	38	70	39
"Worth County, Missouri"	0	0	NA	0	NA	0	NA	58	44	31	61	30	37	44
"Wright County, Missouri"	64	0	0	0	NA	0	NA	61	60	20	64	33	55	43
"St. Louis city, Missouri"	8887	233	0.0262180713401598	158	0.678111587982833	27	0.11587982832618	70	40	42	80	55	31	68
"Beaverhead County, Montana"	125	2	0.016	2	1	0	0	72	50	51	59	35	53	44
"Big Horn County, Montana"	33	0	0	0	NA	0	NA	65	58	12	55	31	28	35
"Blaine County, Montana"	5	0	0	0	NA	0	NA	69	35	19	69	34	24	43
"Broadwater County, Montana"	65	0	0	0	NA	0	NA	43	47	24	44	34	43	47
"Carbon County, Montana"	44	0	0	0	NA	0	NA	83	60	41	53	33	37	42
"Carter County, Montana"	0	0	NA	0	NA	0	NA	55	60	28	39	28	4	49
"Cascade County, Montana"	681	1	0.00146842878120411	6	6	11	11	55	65	38	59	40	56	68
"Chouteau County, Montana"	21	0	0	0	NA	0	NA	73	46	29	60	30	23	47
"Custer County, Montana"	50	8	0.16	5	0.625	4	0.5	69	61	27	58	45	67	48
"Daniels County, Montana"	1	0	0	0	NA	0	NA	46	60	45	60	38	40	64
"Dawson County, Montana"	40	0	0	0	NA	0	NA	48	51	44	59	39	55	42
"Deer Lodge County, Montana"	45	0	0	0	NA	0	NA	67	48	31	67	40	48	56
"Fallon County, Montana"	10	0	0	0	NA	0	NA	55	60	15	58	42	55	65
"Fergus County, Montana"	128	2	0.015625	0	0	0	0	70	48	51	56	39	45	52
"Flathead County, Montana"	479	14	0.0292275574112735	5	0.357142857142857	9	0.642857142857143	63	65	58	51	36	50	45
"Gallatin County, Montana"	986	11	0.0111561866125761	0	0	12	1.09090909090909	73	44	72	51	43	51	49
"Garfield County, Montana"	0	0	NA	0	NA	0	NA	49	60	24	46	20	15	63
"Glacier County, Montana"	72	0	0	0	NA	0	NA	45	71	5	60	36	38	45
"Golden Valley County, Montana"	0	0	NA	0	NA	0	NA	25	60	28	39	20	49	39
"Granite County, Montana"	0	0	NA	0	NA	0	NA	80	60	46	48	23	28	51
"Hill County, Montana"	62	6	0.0967741935483871	0	0	6	1	61	61	27	63	34	55	49
"Jefferson County, Montana"	49	4	0.0816326530612245	1	0.25	3	0.75	63	41	61	44	37	47	27
"Judith Basin County, Montana"	0	0	NA	0	NA	0	NA	46	32	31	59	21	15	47
"Lake County, Montana"	139	10	0.0719424460431655	0	0	0	0	62	56	34	56	31	43	45
"Lewis and Clark County, Montana"	381	20	0.05249343832021	19	0.95	20	1	70	54	59	55	43	77	49
"Liberty County, Montana"	0	0	NA	0	NA	0	NA	85	44	19	65	24	28	65
"Lincoln County, Montana"	98	0	0	0	NA	0	NA	53	46	46	52	31	36	47
"McCone County, Montana"	3	0	0	0	NA	0	NA	58	60	30	45	28	43	49
"Madison County, Montana"	4	0	0	0	NA	0	NA	65	47	48	47	25	26	43
"Meagher County, Montana"	4	0	0	0	NA	0	NA	72	60	39	51	19	53	61
"Mineral County, Montana"	6	0	0	0	NA	0	NA	29	60	30	52	28	35	27
"Missoula County, Montana"	1159	0	0	0	NA	4	Inf	61	39	63	54	47	58	70
"Musselshell County, Montana"	30	0	0	0	NA	0	NA	41	60	34	58	30	58	46
"Park County, Montana"	9	0	0	0	NA	0	NA	87	50	47	50	37	50	52
"Petroleum County, Montana"	0	0	NA	0	NA	0	NA	16	60	41	56	23	17	25
"Phillips County, Montana"	0	0	NA	0	NA	0	NA	46	80	15	68	35	45	57
"Pondera County, Montana"	23	0	0	0	NA	0	NA	72	43	42	63	35	36	55
"Powder River County, Montana"	0	0	NA	0	NA	0	NA	64	80	36	43	34	39	61
"Powell County, Montana"	45	0	0	0	NA	0	NA	57	78	39	49	38	58	50
"Prairie County, Montana"	0	0	NA	0	NA	0	NA	59	40	23	48	22	15	35
"Ravalli County, Montana"	221	0	0	0	NA	0	NA	66	43	46	45	36	35	46
"Richland County, Montana"	36	36	1	0	0	0	0	70	69	18	66	38	66	47
"Roosevelt County, Montana"	20	0	0	0	NA	0	NA	65	80	13	61	35	44	50
"Rosebud County, Montana"	79	0	0	0	NA	0	NA	69	66	28	58	34	59	43
"Sanders County, Montana"	19	0	0	8	Inf	0	NA	67	64	45	49	26	41	43
"Sheridan County, Montana"	7	0	0	0	NA	0	NA	100	62	17	66	29	41	53
"Silver Bow County, Montana"	192	0	0	0	NA	0	NA	55	27	40	65	46	58	68
"Stillwater County, Montana"	33	0	0	0	NA	0	NA	70	50	31	45	36	57	46
"Sweet Grass County, Montana"	22	0	0	0	NA	0	NA	100	58	41	51	35	48	41
"Teton County, Montana"	19	0	0	0	NA	0	NA	92	47	31	56	31	51	48
"Toole County, Montana"	21	21	1	0	0	0	0	65	26	17	55	36	52	60
"Treasure County, Montana"	4	0	0	0	NA	0	NA	21	60	33	59	25	40	32
"Valley County, Montana"	13	1	0.0769230769230769	0	0	1	1	84	42	38	69	32	53	47
"Wheatland County, Montana"	0	0	NA	0	NA	0	NA	66	45	34	58	23	53	51
"Wibaux County, Montana"	0	0	NA	0	NA	0	NA	21	18	27	48	24	21	58
"Yellowstone County, Montana"	1168	74	0.0633561643835616	0	0	62	0.837837837837838	60	65	46	53	44	62	63
"Adams County, Nebraska"	428	15	0.0350467289719626	0	0	0	0	71	43	52	61	45	65	58
"Antelope County, Nebraska"	9	0	0	0	NA	0	NA	96	36	51	57	35	36	53
"Arthur County, Nebraska"	0	0	NA	0	NA	0	NA	30	48	57	41	25	23	64
"Banner County, Nebraska"	2	0	0	0	NA	0	NA	59	62	27	41	30	7	55
"Blaine County, Nebraska"	1	0	0	0	NA	0	NA	25	61	40	39	23	33	58
"Boone County, Nebraska"	8	0	0	0	NA	0	NA	55	55	51	62	42	58	56
"Box Butte County, Nebraska"	14	0	0	0	NA	0	NA	84	32	33	60	43	48	53
"Boyd County, Nebraska"	0	0	NA	0	NA	0	NA	61	62	35	57	20	34	49
"Brown County, Nebraska"	8	0	0	0	NA	0	NA	89	43	45	64	21	56	53
"Buffalo County, Nebraska"	631	0	0	0	NA	0	NA	85	23	56	59	43	66	51
"Burt County, Nebraska"	11	0	0	0	NA	0	NA	61	39	48	63	38	48	59
"Butler County, Nebraska"	19	0	0	0	NA	0	NA	75	41	51	56	36	55	45
"Cass County, Nebraska"	128	0	0	0	NA	0	NA	82	58	44	43	44	82	53
"Cedar County, Nebraska"	8	0	0	0	NA	0	NA	58	35	52	55	41	40	53
"Chase County, Nebraska"	0	0	NA	0	NA	0	NA	59	62	47	57	40	44	49
"Cherry County, Nebraska"	21	12	0.571428571428571	0	0	12	1	100	50	45	53	32	55	51
"Cheyenne County, Nebraska"	154	56	0.363636363636364	19	0.339285714285714	37	0.660714285714286	76	48	48	63	44	75	47
"Clay County, Nebraska"	17	0	0	0	NA	0	NA	79	48	44	64	42	55	38
"Colfax County, Nebraska"	5	0	0	0	NA	0	NA	64	60	48	58	49	66	50
"Cuming County, Nebraska"	25	0	0	0	NA	0	NA	82	33	52	60	44	62	51
"Custer County, Nebraska"	16	0	0	0	NA	0	NA	90	33	38	62	34	56	47
"Dakota County, Nebraska"	639	26	0.0406885758998435	0	0	26	1	43	58	44	59	53	73	69
"Dawes County, Nebraska"	150	11	0.0733333333333333	13	1.18181818181818	11	1	85	62	63	60	46	38	64
"Dawson County, Nebraska"	18	0	0	0	NA	0	NA	73	51	45	62	45	74	47
"Deuel County, Nebraska"	0	0	NA	0	NA	0	NA	70	28	36	61	35	40	27
"Dixon County, Nebraska"	0	0	NA	0	NA	0	NA	82	37	47	55	38	69	50
"Dodge County, Nebraska"	226	0	0	0	NA	0	NA	64	53	51	58	47	61	57
"Douglas County, Nebraska"	15554	387	0.0248810595345249	103	0.266149870801034	81	0.209302325581395	68	56	59	54	52	54	68
"Dundy County, Nebraska"	15	0	0	0	NA	0	NA	94	23	48	66	36	33	68
"Fillmore County, Nebraska"	9	0	0	0	NA	0	NA	98	40	45	59	43	62	58
"Franklin County, Nebraska"	10	0	0	0	NA	0	NA	84	35	34	55	26	31	64
"Frontier County, Nebraska"	0	0	NA	0	NA	0	NA	97	35	32	50	32	43	40
"Furnas County, Nebraska"	16	0	0	0	NA	0	NA	56	38	41	66	37	55	42
"Gage County, Nebraska"	76	0	0	0	NA	0	NA	80	42	46	60	35	59	50
"Garden County, Nebraska"	12	10	0.833333333333333	0	0	0	0	69	82	59	56	31	27	63
"Garfield County, Nebraska"	0	0	NA	0	NA	0	NA	64	62	50	71	50	63	64
"Gosper County, Nebraska"	0	0	NA	0	NA	0	NA	55	54	47	46	36	44	40
"Grant County, Nebraska"	0	0	NA	0	NA	0	NA	100	61	35	40	24	49	62
"Greeley County, Nebraska"	7	0	0	0	NA	0	NA	88	62	42	55	26	29	61
"Hall County, Nebraska"	713	0	0	0	NA	0	NA	69	79	52	60	44	74	71
"Hamilton County, Nebraska"	14	0	0	0	NA	0	NA	100	61	55	53	43	61	43
"Harlan County, Nebraska"	6	0	0	0	NA	0	NA	49	62	49	58	29	39	63
"Hayes County, Nebraska"	0	0	NA	0	NA	0	NA	53	61	35	40	25	23	63
"Hitchcock County, Nebraska"	8	0	0	0	NA	0	NA	55	38	34	53	33	43	33
"Holt County, Nebraska"	30	8	0.266666666666667	0	0	0	0	82	39	46	51	39	69	55
"Hooker County, Nebraska"	3	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
"Howard County, Nebraska"	7	0	0	0	NA	0	NA	60	62	42	57	42	40	45
"Jefferson County, Nebraska"	19	0	0	0	NA	0	NA	81	39	35	62	40	65	51
"Johnson County, Nebraska"	78	0	0	0	NA	0	NA	48	62	39	62	40	57	46
"Kearney County, Nebraska"	14	0	0	0	NA	0	NA	92	58	38	50	37	58	42
"Keith County, Nebraska"	30	0	0	0	NA	0	NA	94	61	55	60	36	56	40
"Keya Paha County, Nebraska"	4	0	0	0	NA	0	NA	64	62	45	67	23	9	62
"Kimball County, Nebraska"	24	0	0	0	NA	0	NA	47	57	41	50	49	62	35
"Knox County, Nebraska"	34	0	0	0	NA	0	NA	69	54	51	64	31	38	41
"Lancaster County, Nebraska"	11496	105	0.00913361169102296	46	0.438095238095238	49	0.466666666666667	77	69	57	51	51	60	71
"Lincoln County, Nebraska"	193	0	0	0	NA	0	NA	82	47	44	59	41	52	52
"Logan County, Nebraska"	0	0	NA	0	NA	0	NA	75	61	45	33	31	31	56
"Loup County, Nebraska"	0	0	NA	0	NA	0	NA	34	48	59	38	23	26	32
"McPherson County, Nebraska"	0	0	NA	0	NA	0	NA	34	47	45	48	24	25	54
"Madison County, Nebraska"	178	133	0.747191011235955	137	1.03007518796992	0	0	67	43	53	62	46	68	51
"Merrick County, Nebraska"	24	6	0.25	0	0	0	0	93	59	34	56	35	52	63
"Morrill County, Nebraska"	26	1	0.0384615384615385	0	0	1	1	57	56	27	55	40	40	39
"Nance County, Nebraska"	2	0	0	0	NA	0	NA	55	47	43	60	40	56	59
"Nemaha County, Nebraska"	22	0	0	0	NA	0	NA	56	41	49	67	41	59	52
"Nuckolls County, Nebraska"	21	0	0	0	NA	0	NA	93	62	48	62	37	51	62
"Otoe County, Nebraska"	86	0	0	32	Inf	0	NA	94	33	35	54	45	57	42
"Pawnee County, Nebraska"	0	0	NA	0	NA	0	NA	50	48	31	67	31	35	41
"Perkins County, Nebraska"	0	0	NA	0	NA	0	NA	63	44	49	55	36	75	47
"Phelps County, Nebraska"	11	0	0	0	NA	0	NA	97	51	47	56	44	74	52
"Pierce County, Nebraska"	21	0	0	0	NA	0	NA	58	25	44	52	42	63	45
"Platte County, Nebraska"	183	2	0.0109289617486339	0	0	0	0	62	37	55	57	46	82	52
"Polk County, Nebraska"	9	0	0	0	NA	0	NA	61	33	43	60	36	42	39
"Red Willow County, Nebraska"	31	0	0	0	NA	0	NA	71	46	50	63	45	64	57
"Richardson County, Nebraska"	29	0	0	0	NA	0	NA	56	44	37	65	38	49	52
"Rock County, Nebraska"	3	0	0	0	NA	0	NA	63	62	54	58	34	35	52
"Saline County, Nebraska"	341	0	0	0	NA	0	NA	34	32	52	51	40	35	54
"Sarpy County, Nebraska"	3203	286	0.0892912894161723	137	0.479020979020979	148	0.517482517482518	55	61	57	45	52	81	66
"Saunders County, Nebraska"	46	0	0	0	NA	0	NA	78	36	48	49	43	72	41
"Scotts Bluff County, Nebraska"	255	0	0	0	NA	0	NA	79	59	37	56	41	56	54
"Seward County, Nebraska"	86	3	0.0348837209302326	0	0	0	0	84	23	48	54	45	78	41
"Sheridan County, Nebraska"	45	0	0	0	NA	0	NA	90	38	49	54	37	39	42
"Sherman County, Nebraska"	2	0	0	0	NA	0	NA	63	31	40	60	33	32	37
"Sioux County, Nebraska"	5	0	0	0	NA	0	NA	52	62	38	38	26	10	60
"Stanton County, Nebraska"	10	0	0	2	Inf	0	NA	49	55	43	48	40	46	53
"Thayer County, Nebraska"	0	0	NA	0	NA	0	NA	64	36	45	60	31	50	46
"Thomas County, Nebraska"	12	0	0	0	NA	0	NA	72	81	32	45	25	24	29
"Thurston County, Nebraska"	19	0	0	0	NA	0	NA	40	62	28	61	43	49	47
"Valley County, Nebraska"	0	0	NA	0	NA	0	NA	90	37	51	57	42	59	61
"Washington County, Nebraska"	11	2	0.181818181818182	0	0	0	0	71	62	54	50	44	81	46
"Wayne County, Nebraska"	18	0	0	0	NA	1	Inf	62	22	59	56	42	70	55
"Webster County, Nebraska"	55	2	0.0363636363636364	0	0	0	0	78	36	42	65	36	48	56
"Wheeler County, Nebraska"	0	0	NA	0	NA	0	NA	29	62	47	42	24	16	63
"York County, Nebraska"	32	0	0	0	NA	0	NA	87	24	46	61	41	70	44
"Churchill County, Nevada"	802	19	0.0236907730673317	5	0.263157894736842	14	0.736842105263158	41	65	39	52	35	52	41
"Clark County, Nevada"	180163	5597	0.0310663121728657	2050	0.366267643380382	2848	0.508844023584063	17	51	50	35	53	40	50
"Douglas County, Nevada"	564	32	0.0567375886524823	18	0.5625	0	0	43	50	56	40	43	44	43
"Elko County, Nevada"	500	62	0.124	49	0.790322580645161	14	0.225806451612903	24	68	38	52	39	66	42
"Esmeralda County, Nevada"	0	0	NA	0	NA	0	NA	0	58	23	51	22	37	59
"Eureka County, Nevada"	0	0	NA	0	NA	0	NA	28	33	24	55	18	92	32
"Humboldt County, Nevada"	41	3	0.0731707317073171	3	1	0	0	33	25	31	54	36	59	50
"Lander County, Nevada"	26	0	0	0	NA	0	NA	24	53	32	55	35	76	41
"Lincoln County, Nevada"	2	0	0	0	NA	0	NA	12	39	40	57	24	24	62
"Lyon County, Nevada"	742	13	0.0175202156334232	34	2.61538461538462	0	0	11	71	30	43	38	42	41
"Mineral County, Nevada"	193	0	0	0	NA	0	NA	7	61	0	48	35	41	64
"Nye County, Nevada"	719	25	0.0347705146036161	0	0	11	0.44	18	59	20	44	26	28	42
"Pershing County, Nevada"	7	0	0	0	NA	3	Inf	5	51	18	59	30	50	55
"Storey County, Nevada"	38	0	0	15	Inf	0	NA	52	55	30	24	36	61	54
"Washoe County, Nevada"	22461	659	0.0293397444459285	93	0.141122913505311	443	0.672230652503794	32	57	50	47	54	42	52
"White Pine County, Nevada"	70	23	0.328571428571429	23	1	15	0.652173913043478	38	64	25	56	36	60	57
"Carson City, Nevada"	1282	0	0	2	Inf	0	NA	44	56	44	50	54	61	54
"Belknap County, New Hampshire"	657	33	0.0502283105022831	33	1	0	0	70	63	51	47	35	58	46
"Carroll County, New Hampshire"	256	0	0	0	NA	0	NA	82	45	53	45	27	49	42
"Cheshire County, New Hampshire"	880	18	0.0204545454545455	0	0	18	1	66	44	57	50	41	57	46
"Coos County, New Hampshire"	132	41	0.310606060606061	41	1	0	0	59	67	30	59	34	51	49
"Grafton County, New Hampshire"	2754	45	0.0163398692810458	0	0	11	0.244444444444444	74	64	58	50	37	73	46
"Hillsborough County, New Hampshire"	14096	120	0.00851305334846765	16	0.133333333333333	18	0.15	53	50	57	46	49	62	51
"Merrimack County, New Hampshire"	2486	34	0.0136765888978278	19	0.558823529411765	0	0	71	38	58	47	43	71	57
"Rockingham County, New Hampshire"	5402	30	0.00555349870418364	47	1.56666666666667	22	0.733333333333333	62	58	58	39	46	37	43
"Strafford County, New Hampshire"	3542	55	0.015527950310559	33	0.6	7	0.127272727272727	NA	NA	NA	NA	NA	NA	NA
"Sullivan County, New Hampshire"	355	11	0.0309859154929577	0	0	0	0	50	49	56	53	38	46	46
"Atlantic County, New Jersey"	22338	39	0.00174590384098845	32	0.82051282051282	23	0.58974358974359	46	44	49	51	48	57	49
"Bergen County, New Jersey"	140014	845	0.00603511077463682	203	0.240236686390533	453	0.536094674556213	54	44	71	34	71	57	60
"Burlington County, New Jersey"	20307	159	0.0078298123799675	109	0.685534591194969	50	0.314465408805031	55	39	54	36	55	70	38
"Camden County, New Jersey"	27768	106	0.00381734370498415	54	0.509433962264151	52	0.490566037735849	59	31	51	51	60	56	49
"Cape May County, New Jersey"	1072	35	0.0326492537313433	35	1	0	0	69	59	53	44	38	46	49
"Cumberland County, New Jersey"	2011	33	0.0164097463948284	26	0.787878787878788	0	0	53	58	39	53	44	52	42
"Essex County, New Jersey"	38169	269	0.00704760407660667	110	0.408921933085502	123	0.45724907063197	61	44	59	59	70	37	63
"Gloucester County, New Jersey"	8381	30	0.00357952511633457	10	0.333333333333333	20	0.666666666666667	56	41	45	39	53	71	38
"Hudson County, New Jersey"	93189	332	0.00356265224436361	131	0.394578313253012	109	0.328313253012048	44	60	64	59	80	44	79
"Hunterdon County, New Jersey"	4448	86	0.0193345323741007	40	0.465116279069767	31	0.36046511627907	68	55	68	22	50	71	37
"Mercer County, New Jersey"	35398	31	0.000875755692412001	40	1.29032258064516	17	0.548387096774194	70	44	62	49	60	64	51
"Middlesex County, New Jersey"	188063	239	0.00127085072555473	79	0.330543933054393	57	0.238493723849372	46	38	65	40	62	67	47
"Monmouth County, New Jersey"	32858	181	0.00550855195081867	72	0.397790055248619	28	0.154696132596685	63	37	61	36	55	60	43
"Morris County, New Jersey"	47072	111	0.00235808973487424	57	0.513513513513513	93	0.837837837837838	66	46	68	30	59	66	42
"Ocean County, New Jersey"	10375	59	0.00568674698795181	15	0.254237288135593	11	0.186440677966102	37	46	50	35	50	57	40
"Passaic County, New Jersey"	26239	151	0.00575479248446968	19	0.125827814569536	113	0.748344370860927	54	61	63	42	68	49	59
"Salem County, New Jersey"	586	0	0	0	NA	0	NA	54	46	40	51	46	65	38
"Somerset County, New Jersey"	50187	240	0.00478211489031024	105	0.4375	76	0.316666666666667	61	19	71	30	56	65	42
"Sussex County, New Jersey"	2607	40	0.015343306482547	35	0.875	16	0.4	52	46	55	28	45	73	40
"Union County, New Jersey"	25969	181	0.00696984866571682	20	0.110497237569061	49	0.270718232044199	57	62	66	45	68	50	56
"Warren County, New Jersey"	2790	13	0.00465949820788531	44	3.38461538461538	0	0	49	51	52	35	49	66	47
"Bernalillo County, New Mexico"	15802	558	0.0353119858245792	205	0.367383512544803	140	0.25089605734767	45	45	68	56	53	41	58
"Catron County, New Mexico"	9	0	0	0	NA	0	NA	12	56	50	47	21	24	62
"Chaves County, New Mexico"	588	12	0.0204081632653061	0	0	0	0	47	66	37	51	36	43	53
"Cibola County, New Mexico"	196	0	0	0	NA	0	NA	30	44	30	64	31	38	38
"Colfax County, New Mexico"	141	0	0	0	NA	0	NA	48	42	45	63	33	42	46
"Curry County, New Mexico"	716	9	0.0125698324022346	0	0	9	1	40	51	32	53	38	42	53
"De Baca County, New Mexico"	0	0	NA	0	NA	0	NA	73	61	52	64	34	31	37
"Do	2393	0	0	0	NA	0	NA	73	61	52	64	34	31	37
"Eddy County, New Mexico"	339	2	0.00589970501474926	0	0	0	0	52	58	33	57	39	44	54
"Grant County, New Mexico"	79	22	0.278481012658228	0	0	0	0	35	69	46	57	32	42	53
"Guadalupe County, New Mexico"	1	0	0	0	NA	0	NA	32	45	55	66	28	61	35
"Harding County, New Mexico"	1	0	0	0	NA	0	NA	59	61	41	43	22	9	62
"Hidalgo County, New Mexico"	0	0	NA	0	NA	0	NA	22	24	44	66	37	45	47
"Lea County, New Mexico"	120	0	0	32	Inf	0	NA	36	60	30	55	37	60	50
"Lincoln County, New Mexico"	34	0	0	0	NA	0	NA	58	52	55	49	32	34	45
"Los Alamos County, New Mexico"	1126	0	0	0	NA	0	NA	75	81	75	49	51	91	50
"Luna County, New Mexico"	88	0	0	1	Inf	0	NA	22	66	33	61	31	25	49
"McKinley County, New Mexico"	652	11	0.0168711656441718	0	0	11	1	34	67	18	64	29	26	38
"Mora County, New Mexico"	0	0	NA	0	NA	0	NA	62	47	37	53	23	21	51
"Otero County, New Mexico"	832	42	0.0504807692307692	0	0	17	0.404761904761905	42	56	39	51	35	41	49
"Quay County, New Mexico"	0	0	NA	0	NA	0	NA	48	27	36	65	29	44	62
"Rio Arriba County, New Mexico"	192	0	0	0	NA	0	NA	41	59	45	50	30	27	38
"Roosevelt County, New Mexico"	182	0	0	0	NA	0	NA	43	25	36	48	37	46	52
"Sandoval County, New Mexico"	1932	101	0.0522774327122153	0	0	37	0.366336633663366	20	59	59	44	45	51	49
"San Juan County, New Mexico"	470	2	0.00425531914893617	0	0	2	1	38	44	29	51	36	44	55
"San Miguel County, New Mexico"	210	0	0	0	NA	0	NA	29	44	44	61	33	35	51
"Santa Fe County, New Mexico"	1675	72	0.0429850746268657	42	0.583333333333333	17	0.236111111111111	64	63	66	56	39	27	49
"Sierra County, New Mexico"	113	0	0	0	NA	0	NA	59	62	34	64	31	33	45
"Socorro County, New Mexico"	55	0	0	0	NA	0	NA	25	45	48	59	30	32	42
"Taos County, New Mexico"	253	0	0	10	Inf	0	NA	73	62	50	51	30	27	43
"Torrance County, New Mexico"	6	0	0	0	NA	0	NA	41	45	37	44	28	42	35
"Union County, New Mexico"	5	0	0	0	NA	0	NA	64	52	33	56	36	71	44
"Valencia County, New Mexico"	368	0	0	19	Inf	5	Inf	32	69	44	48	37	48	48
"Albany County, New York"	16647	204	0.0122544602631105	39	0.191176470588235	216	1.05882352941176	70	59	57	71	51	55	56
"Allegany County, New York"	596	11	0.0184563758389262	11	1	0	0	47	47	28	52	34	51	45
"Bronx County, New York"	50800	350	0.00688976377952756	132	0.377142857142857	179	0.511428571428571	28	47	49	84	84	45	83
"Broome County, New York"	7593	26	0.00342420650599236	18	0.692307692307692	0	0	55	37	44	53	43	57	55
"Cattaraugus County, New York"	650	0	0	0	NA	0	NA	50	42	35	53	37	55	43
"Cayuga County, New York"	449	29	0.0645879732739421	0	0	0	0	57	50	36	54	42	50	45
"Chautauqua County, New York"	857	0	0	0	NA	0	NA	60	54	41	57	41	54	50
"Chemung County, New York"	1346	0	0	0	NA	0	NA	60	61	41	59	47	51	59
"Chenango County, New York"	244	0	0	0	NA	0	NA	52	60	40	53	34	59	41
"Clinton County, New York"	1082	51	0.0471349353049908	12	0.235294117647059	0	0	52	48	36	55	40	53	44
"Columbia County, New York"	1050	13	0.0123809523809524	0	0	0	0	72	60	51	50	38	38	42
"Cortland County, New York"	361	0	0	0	NA	0	NA	56	60	37	57	45	51	49
"Delaware County, New York"	393	0	0	0	NA	0	NA	57	50	41	52	32	52	41
"Dutchess County, New York"	11476	146	0.0127222028581387	100	0.684931506849315	56	0.383561643835616	54	52	58	45	47	59	40
"Erie County, New York"	26911	440	0.0163501913715581	55	0.125	187	0.425	NA	NA	NA	NA	NA	NA	NA
"Essex County, New York"	187	0	0	0	NA	0	NA	76	50	59	50	37	49	42
"Franklin County, New York"	207	37	0.178743961352657	18	0.486486486486487	42	1.13513513513514	45	52	35	57	37	55	45
"Fulton County, New York"	383	0	0	0	NA	0	NA	39	50	37	51	42	45	49
"Genesee County, New York"	434	0	0	0	NA	3	Inf	50	59	33	52	45	57	40
"Greene County, New York"	367	0	0	0	NA	5	Inf	68	41	34	49	38	40	45
"Hamilton County, New York"	5	0	0	0	NA	0	NA	96	64	57	44	24	45	46
"Herkimer County, New York"	297	22	0.0740740740740741	0	0	16	0.727272727272727	54	59	36	58	43	43	50
"Jefferson County, New York"	1744	160	0.0917431192660551	114	0.7125	7	0.04375	48	57	38	56	39	53	61
"Kings County, New York"	286727	1079	0.00376316147415486	568	0.526413345690454	358	0.331788693234476	42	60	59	71	80	42	83
"Lewis County, New York"	109	18	0.165137614678899	31	1.72222222222222	0	0	70	47	38	49	31	52	42
"Livingston County, New York"	840	17	0.0202380952380952	4	0.235294117647059	17	1	43	51	48	50	47	73	43
"Madison County, New York"	601	9	0.0149750415973378	9	1	0	0	50	67	46	58	41	68	44
"Monroe County, New York"	25778	290	0.0112499030180774	163	0.562068965517241	63	0.217241379310345	46	71	53	55	54	58	62
"Montgomery County, New York"	286	4	0.013986013986014	0	0	4	1	46	60	33	68	40	47	46
"Nassau County, New York"	111051	360	0.00324175378879974	137	0.380555555555556	203	0.563888888888889	58	71	67	27	69	65	57
"New York County, New York"	184945	1079	0.00583416691448809	456	0.422613531047266	307	0.284522706209453	81	49	79	79	89	21	91
"Niagara County, New York"	2321	0	0	10	Inf	0	NA	65	69	44	59	50	67	67
"Oneida County, New York"	7912	255	0.0322295247724975	20	0.0784313725490196	98	0.384313725490196	52	68	43	57	43	61	55
"Onondaga County, New York"	16185	425	0.0262588816805684	180	0.423529411764706	98	0.230588235294118	60	53	54	66	50	54	53
"Ontario County, New York"	1299	35	0.0269438029253272	48	1.37142857142857	0	0	53	44	52	51	45	67	48
"Orange County, New York"	9680	214	0.0221074380165289	76	0.355140186915888	104	0.485981308411215	49	54	54	45	48	60	34
"Orleans County, New York"	239	0	0	0	NA	0	NA	36	52	32	48	38	74	41
"Oswego County, New York"	767	65	0.0847457627118644	47	0.723076923076923	0	0	40	51	31	56	38	61	48
"Otsego County, New York"	644	3	0.0046583850931677	7	2.33333333333333	3	1	66	50	47	48	39	48	43
"Putnam County, New York"	2284	86	0.0376532399299475	38	0.441860465116279	12	0.13953488372093	65	70	59	24	49	73	34
"Queens County, New York"	546900	3729	0.0068184311574328	1311	0.351568785197104	2251	0.603647090372754	40	44	61	52	77	55	82
"Rensselaer County, New York"	3608	5	0.00138580931263858	0	0	5	1	NA	NA	NA	NA	NA	NA	NA
"Richmond County, New York"	37617	142	0.00377488901294627	0	0	80	0.563380281690141	45	20	54	50	63	58	58
"Rockland County, New York"	19940	278	0.0139418254764293	142	0.510791366906475	139	0.5	65	60	55	39	59	58	45
"St. Lawrence County, New York"	1213	27	0.0222588623248145	6	0.222222222222222	23	0.851851851851852	44	46	32	56	36	42	47
"Saratoga County, New York"	4525	99	0.021878453038674	54	0.545454545454545	50	0.505050505050505	57	61	55	57	46	70	49
"Schenectady County, New York"	6308	20	0.00317057704502219	23	1.15	0	0	57	68	48	64	49	59	59
